user_id,timestamp,event_type,source_tower_id,source_lat,source_lon,source_area,dest_tower_id,dest_lat,dest_lon,dest_area,duration_seconds,day_of_week,hour_of_day,home_area,work_area
USR_0412,2025-03-18 06:46:48,data_session,TWR_011,19.055483,72.84143,Bandra West,TWR_011,19.05056,72.839623,Bandra West,69,Tuesday,6,Haji Ali,BKC
USR_0338,2025-03-18 06:47:58,data_session,TWR_026,19.026299,72.847973,Navy Nagar,TWR_026,19.028624,72.860347,Navy Nagar,359,Tuesday,6,Navy Nagar,Churchgate
USR_0209,2025-03-18 06:48:51,call,TWR_017,19.128191,72.917621,Powai,TWR_025,19.13654,72.918907,Vikhroli,517,Tuesday,6,Malad,Powai
USR_0494,2025-03-18 06:49:44,sms,TWR_013,19.112657,72.866742,Sion,TWR_002,19.021079,72.844885,Colaba,0,Tuesday,6,Bandra East,Marine Lines
USR_0363,2025-03-18 06:50:55,sms,TWR_024,19.040916,72.818301,Nariman Point,TWR_007,19.068283,72.877167,BKC,0,Tuesday,6,Thane,Ghatkopar
USR_0238,2025-03-18 06:52:30,call,TWR_021,19.229257,72.853392,Borivali,TWR_023,19.071997,72.897048,Chembur,52,Tuesday,6,Kandivali,Nariman Point
USR_0499,2025-03-18 06:53:04,call,TWR_021,19.232119,72.856925,Borivali,TWR_030,19.178687,72.947583,Mulund,60,Tuesday,6,Malad,BKC
USR_0204,2025-03-18 06:53:24,call,TWR_012,19.063083,72.846944,Bandra East,TWR_024,19.04456,72.818592,Nariman Point,16,Tuesday,6,Bandra East,Marine Lines
USR_0438,2025-03-18 06:53:25,data_session,TWR_013,19.114003,72.868387,Sion,TWR_013,19.111996,72.87078,Sion,726,Tuesday,6,Mulund,Churchgate
USR_0498,2025-03-18 06:53:53,data_session,TWR_028,19.069552,72.881252,Wadala,TWR_028,19.071955,72.882692,Wadala,21,Tuesday,6,Wadala,Andheri East
USR_0333,2025-03-18 06:54:19,data_session,TWR_012,19.059711,72.849012,Bandra East,TWR_012,19.05715,72.849772,Bandra East,128,Tuesday,6,Bandra East,Powai
USR_0443,2025-03-18 06:54:49,data_session,TWR_011,19.053415,72.841028,Bandra West,TWR_011,19.057226,72.838426,Bandra West,180,Tuesday,6,Bandra West,Marine Lines
USR_0442,2025-03-18 06:54:59,call,TWR_025,19.137111,72.915974,Vikhroli,TWR_020,19.207405,72.842716,Kandivali,11,Tuesday,6,Goregaon,Vikhroli
USR_0132,2025-03-18 06:57:05,call,TWR_011,19.052069,72.838008,Bandra West,TWR_030,19.178256,72.946549,Mulund,234,Tuesday,6,Thane,Marine Lines
USR_0463,2025-03-18 06:57:09,data_session,TWR_010,19.135437,72.835164,Mahim,TWR_010,19.13726,72.838387,Mahim,172,Tuesday,6,Mahim,Marine Lines
USR_0209,2025-03-18 06:57:13,call,TWR_019,19.192347,72.848737,Malad,TWR_008,19.051514,72.82737,Lower Parel,487,Tuesday,6,Malad,Powai
USR_0262,2025-03-18 06:58:22,data_session,TWR_014,19.122702,72.834737,Kurla,TWR_014,19.125833,72.83531,Kurla,831,Tuesday,6,Kurla,Lower Parel
USR_0200,2025-03-18 06:58:28,sms,TWR_006,19.061303,72.8307,Worli,TWR_030,19.177643,72.947835,Mulund,0,Tuesday,6,Girgaon,Sion
USR_0447,2025-03-18 06:59:02,data_session,TWR_002,19.014654,72.849341,Colaba,TWR_002,19.01989,72.852357,Colaba,377,Tuesday,6,Colaba,BKC
USR_0009,2025-03-18 06:59:15,data_session,TWR_023,19.078618,72.896157,Chembur,TWR_023,19.074869,72.898486,Chembur,235,Tuesday,6,Chembur,Worli
USR_0435,2025-03-18 07:00:07,call,TWR_010,19.141042,72.837535,Mahim,TWR_026,19.029117,72.856014,Navy Nagar,398,Tuesday,7,Mahim,BKC
USR_0278,2025-03-18 07:00:11,data_session,TWR_006,19.062449,72.829663,Worli,TWR_006,19.05855,72.827591,Worli,161,Tuesday,7,Kandivali,Churchgate
USR_0267,2025-03-18 07:00:14,data_session,TWR_002,19.018103,72.84385,Colaba,TWR_002,19.011208,72.847496,Colaba,117,Tuesday,7,Malad,Nariman Point
USR_0107,2025-03-18 07:00:25,data_session,TWR_009,19.120538,72.849412,Dadar,TWR_009,19.118929,72.84353,Dadar,903,Tuesday,7,Haji Ali,Lower Parel
USR_0113,2025-03-18 07:00:56,data_session,TWR_018,19.167122,72.849742,Goregaon,TWR_018,19.165552,72.849942,Goregaon,23,Tuesday,7,Sion,Vikhroli
USR_0192,2025-03-18 07:01:49,call,TWR_030,19.17668,72.949382,Mulund,TWR_005,19.085578,72.86587,Mumbai Central,406,Tuesday,7,Mulund,Churchgate
USR_0434,2025-03-18 07:02:55,data_session,TWR_008,19.049398,72.829543,Lower Parel,TWR_008,19.050465,72.833148,Lower Parel,18,Tuesday,7,Mahim,Churchgate
USR_0267,2025-03-18 07:04:48,sms,TWR_004,19.054898,72.840847,Girgaon,TWR_025,19.137161,72.915059,Vikhroli,0,Tuesday,7,Malad,Nariman Point
USR_0078,2025-03-18 07:04:51,sms,TWR_024,19.041337,72.820858,Nariman Point,TWR_012,19.061374,72.85369,Bandra East,0,Tuesday,7,Andheri West,Nariman Point
USR_0070,2025-03-18 07:04:57,data_session,TWR_016,19.118384,72.881812,Andheri East,TWR_016,19.118203,72.881459,Andheri East,525,Tuesday,7,Navy Nagar,Colaba
USR_0269,2025-03-18 07:05:11,data_session,TWR_030,19.172676,72.950385,Mulund,TWR_030,19.17533,72.946855,Mulund,75,Tuesday,7,Mulund,BKC
USR_0397,2025-03-18 07:05:56,call,TWR_018,19.166377,72.854767,Goregaon,TWR_008,19.056697,72.828301,Lower Parel,43,Tuesday,7,Goregaon,Powai
USR_0216,2025-03-18 07:06:02,data_session,TWR_007,19.068075,72.879813,BKC,TWR_007,19.070065,72.876127,BKC,46,Tuesday,7,Colaba,Wadala
USR_0451,2025-03-18 07:06:04,call,TWR_029,19.046145,72.821537,Haji Ali,TWR_003,19.031422,72.841207,Marine Lines,448,Tuesday,7,Haji Ali,Vikhroli
USR_0071,2025-03-18 07:06:07,call,TWR_001,19.077644,72.878234,Churchgate,TWR_026,19.025018,72.856749,Navy Nagar,46,Tuesday,7,Bandra West,Andheri East
USR_0242,2025-03-18 07:06:22,call,TWR_024,19.042667,72.820288,Nariman Point,TWR_009,19.118782,72.848084,Dadar,21,Tuesday,7,Kurla,Nariman Point
USR_0261,2025-03-18 07:06:26,data_session,TWR_030,19.179346,72.946218,Mulund,TWR_030,19.176393,72.953417,Mulund,75,Tuesday,7,Mulund,Marine Lines
USR_0209,2025-03-18 07:06:34,data_session,TWR_019,19.184583,72.848453,Malad,TWR_019,19.191435,72.846415,Malad,599,Tuesday,7,Malad,Powai
USR_0146,2025-03-18 07:06:37,data_session,TWR_014,19.125608,72.83388,Kurla,TWR_014,19.126266,72.83957,Kurla,454,Tuesday,7,Kandivali,Lower Parel
USR_0249,2025-03-18 07:07:30,sms,TWR_018,19.168597,72.852108,Goregaon,TWR_018,19.165993,72.852424,Goregaon,0,Tuesday,7,Ghatkopar,Churchgate
USR_0153,2025-03-18 07:08:21,data_session,TWR_014,19.126272,72.836125,Kurla,TWR_014,19.124689,72.838721,Kurla,139,Tuesday,7,Kurla,Worli
USR_0262,2025-03-18 07:08:43,call,TWR_014,19.125354,72.835807,Kurla,TWR_008,19.055935,72.829024,Lower Parel,93,Tuesday,7,Kurla,Lower Parel
USR_0180,2025-03-18 07:08:54,data_session,TWR_020,19.210673,72.836784,Kandivali,TWR_020,19.20736,72.845057,Kandivali,38,Tuesday,7,Kandivali,Powai
USR_0076,2025-03-18 07:09:34,call,TWR_011,19.056574,72.838138,Bandra West,TWR_022,19.215906,72.983513,Thane,84,Tuesday,7,Bandra West,Vikhroli
USR_0442,2025-03-18 07:10:12,call,TWR_025,19.13897,72.920012,Vikhroli,TWR_012,19.063761,72.852541,Bandra East,557,Tuesday,7,Goregaon,Vikhroli
USR_0246,2025-03-18 07:10:19,data_session,TWR_029,19.041532,72.821729,Haji Ali,TWR_029,19.046042,72.820948,Haji Ali,18,Tuesday,7,Sion,Vikhroli
USR_0116,2025-03-18 07:10:27,data_session,TWR_012,19.059885,72.852144,Bandra East,TWR_012,19.059031,72.85095,Bandra East,455,Tuesday,7,Bandra East,Andheri East
USR_0304,2025-03-18 07:10:39,call,TWR_014,19.122034,72.834822,Kurla,TWR_012,19.057826,72.849998,Bandra East,228,Tuesday,7,Kurla,Goregaon
USR_0451,2025-03-18 07:11:12,data_session,TWR_005,19.091608,72.86616,Mumbai Central,TWR_005,19.090991,72.865927,Mumbai Central,140,Tuesday,7,Haji Ali,Vikhroli
USR_0383,2025-03-18 07:11:46,call,TWR_029,19.044064,72.819832,Haji Ali,TWR_030,19.176855,72.949264,Mulund,37,Tuesday,7,Haji Ali,Borivali
USR_0462,2025-03-18 07:14:21,data_session,TWR_006,19.059816,72.827535,Worli,TWR_006,19.059781,72.832007,Worli,156,Tuesday,7,Kandivali,Worli
USR_0400,2025-03-18 07:14:25,call,TWR_005,19.091775,72.864089,Mumbai Central,TWR_021,19.229771,72.857426,Borivali,550,Tuesday,7,Wadala,Nariman Point
USR_0494,2025-03-18 07:14:51,sms,TWR_012,19.058712,72.851316,Bandra East,TWR_002,19.018608,72.851835,Colaba,0,Tuesday,7,Bandra East,Marine Lines
USR_0412,2025-03-18 07:15:46,data_session,TWR_007,19.069258,72.875161,BKC,TWR_007,19.069869,72.878254,BKC,724,Tuesday,7,Haji Ali,BKC
USR_0045,2025-03-18 07:16:13,sms,TWR_013,19.1113,72.870299,Sion,TWR_004,19.053715,72.842657,Girgaon,0,Tuesday,7,Wadala,Worli
USR_0379,2025-03-18 07:17:43,data_session,TWR_009,19.122466,72.846316,Dadar,TWR_009,19.120672,72.847281,Dadar,318,Tuesday,7,Chembur,Dadar
USR_0099,2025-03-18 07:18:04,data_session,TWR_003,19.034746,72.842665,Marine Lines,TWR_003,19.033967,72.840711,Marine Lines,39,Tuesday,7,Mahim,Vikhroli
USR_0261,2025-03-18 07:18:06,sms,TWR_011,19.057359,72.838726,Bandra West,TWR_025,19.137993,72.920252,Vikhroli,0,Tuesday,7,Mulund,Marine Lines
USR_0416,2025-03-18 07:18:47,sms,TWR_020,19.208741,72.842307,Kandivali,TWR_014,19.124167,72.833714,Kurla,0,Tuesday,7,Kandivali,Lower Parel
USR_0448,2025-03-18 07:19:19,data_session,TWR_012,19.059566,72.848576,Bandra East,TWR_012,19.061805,72.84809,Bandra East,241,Tuesday,7,Bandra East,Mahim
USR_0087,2025-03-18 07:19:33,data_session,TWR_028,19.069524,72.88115,Wadala,TWR_028,19.072863,72.881256,Wadala,220,Tuesday,7,Wadala,Powai
USR_0435,2025-03-18 07:19:47,sms,TWR_024,19.041907,72.817312,Nariman Point,TWR_022,19.219224,72.977136,Thane,0,Tuesday,7,Mahim,BKC
USR_0241,2025-03-18 07:19:59,sms,TWR_014,19.124205,72.833124,Kurla,TWR_018,19.16578,72.853716,Goregaon,0,Tuesday,7,Bandra West,Worli
USR_0053,2025-03-18 07:21:27,data_session,TWR_020,19.212671,72.840549,Kandivali,TWR_020,19.207533,72.84119,Kandivali,186,Tuesday,7,Haji Ali,Mumbai Central
USR_0200,2025-03-18 07:22:25,sms,TWR_004,19.055051,72.840379,Girgaon,TWR_012,19.061279,72.852617,Bandra East,0,Tuesday,7,Girgaon,Sion
USR_0402,2025-03-18 07:22:26,sms,TWR_028,19.071918,72.88019,Wadala,TWR_002,19.016624,72.848757,Colaba,0,Tuesday,7,Wadala,Churchgate
USR_0352,2025-03-18 07:22:26,sms,TWR_016,19.119376,72.882143,Andheri East,TWR_023,19.076536,72.898255,Chembur,0,Tuesday,7,Bandra West,Thane
USR_0238,2025-03-18 07:22:30,call,TWR_020,19.20813,72.840329,Kandivali,TWR_014,19.122011,72.835725,Kurla,55,Tuesday,7,Kandivali,Nariman Point
USR_0416,2025-03-18 07:22:55,data_session,TWR_020,19.209163,72.840911,Kandivali,TWR_020,19.207857,72.840786,Kandivali,904,Tuesday,7,Kandivali,Lower Parel
USR_0342,2025-03-18 07:23:06,data_session,TWR_023,19.074605,72.900554,Chembur,TWR_023,19.071552,72.899288,Chembur,821,Tuesday,7,Chembur,Nariman Point
USR_0172,2025-03-18 07:23:12,sms,TWR_026,19.024845,72.855124,Navy Nagar,TWR_001,19.078229,72.874045,Churchgate,0,Tuesday,7,Ghatkopar,BKC
USR_0305,2025-03-18 07:23:25,data_session,TWR_004,19.054141,72.840767,Girgaon,TWR_004,19.054662,72.837955,Girgaon,196,Tuesday,7,Bandra East,Dadar
USR_0186,2025-03-18 07:24:06,sms,TWR_023,19.077392,72.897996,Chembur,TWR_003,19.032727,72.843819,Marine Lines,0,Tuesday,7,Chembur,Vikhroli
USR_0462,2025-03-18 07:24:24,data_session,TWR_017,19.125216,72.913836,Powai,TWR_017,19.125978,72.916516,Powai,123,Tuesday,7,Kandivali,Worli
USR_0460,2025-03-18 07:24:42,data_session,TWR_002,19.01395,72.845886,Colaba,TWR_002,19.019076,72.84871,Colaba,40,Tuesday,7,Andheri West,Powai
USR_0028,2025-03-18 07:24:43,data_session,TWR_020,19.214937,72.841197,Kandivali,TWR_020,19.205549,72.844687,Kandivali,111,Tuesday,7,Kandivali,Nariman Point
USR_0469,2025-03-18 07:24:49,sms,TWR_025,19.139082,72.918683,Vikhroli,TWR_010,19.139298,72.836289,Mahim,0,Tuesday,7,Navy Nagar,Vikhroli
USR_0223,2025-03-18 07:25:03,call,TWR_010,19.13799,72.838334,Mahim,TWR_012,19.05851,72.845439,Bandra East,45,Tuesday,7,Mahim,Nariman Point
USR_0313,2025-03-18 07:25:16,data_session,TWR_026,19.026681,72.857074,Navy Nagar,TWR_026,19.027664,72.855169,Navy Nagar,124,Tuesday,7,Kurla,Lower Parel
USR_0252,2025-03-18 07:25:33,data_session,TWR_018,19.166767,72.850119,Goregaon,TWR_018,19.164097,72.854718,Goregaon,336,Tuesday,7,Goregaon,Andheri East
USR_0274,2025-03-18 07:26:09,call,TWR_007,19.069563,72.879381,BKC,TWR_008,19.050923,72.829491,Lower Parel,242,Tuesday,7,Navy Nagar,Lower Parel
USR_0352,2025-03-18 07:26:39,data_session,TWR_011,19.054456,72.840242,Bandra West,TWR_011,19.052774,72.839552,Bandra West,179,Tuesday,7,Bandra West,Thane
USR_0494,2025-03-18 07:26:48,sms,TWR_003,19.030764,72.840033,Marine Lines,TWR_003,19.031308,72.8399,Marine Lines,0,Tuesday,7,Bandra East,Marine Lines
USR_0031,2025-03-18 07:27:02,call,TWR_022,19.220329,72.976405,Thane,TWR_023,19.077637,72.899844,Chembur,172,Tuesday,7,Andheri West,Vikhroli
USR_0494,2025-03-18 07:27:09,data_session,TWR_003,19.030733,72.841752,Marine Lines,TWR_003,19.033158,72.843133,Marine Lines,26,Tuesday,7,Bandra East,Marine Lines
USR_0231,2025-03-18 07:27:24,sms,TWR_006,19.058511,72.831042,Worli,TWR_005,19.090151,72.863878,Mumbai Central,0,Tuesday,7,Ghatkopar,BKC
USR_0188,2025-03-18 07:27:26,data_session,TWR_023,19.074744,72.897419,Chembur,TWR_023,19.074784,72.89832,Chembur,75,Tuesday,7,Chembur,Powai
USR_0368,2025-03-18 07:28:28,data_session,TWR_011,19.055812,72.834995,Bandra West,TWR_011,19.052403,72.837023,Bandra West,394,Tuesday,7,Bandra West,Nariman Point
USR_0280,2025-03-18 07:28:29,call,TWR_018,19.167758,72.850574,Goregaon,TWR_026,19.025974,72.856615,Navy Nagar,33,Tuesday,7,Goregaon,Worli
USR_0097,2025-03-18 07:28:46,sms,TWR_003,19.034314,72.837139,Marine Lines,TWR_015,19.113029,72.868662,Andheri West,0,Tuesday,7,Navy Nagar,Marine Lines
USR_0429,2025-03-18 07:29:11,sms,TWR_008,19.058513,72.829393,Lower Parel,TWR_016,19.119535,72.883945,Andheri East,0,Tuesday,7,Haji Ali,Ghatkopar
USR_0270,2025-03-18 07:29:23,data_session,TWR_023,19.076874,72.900534,Chembur,TWR_023,19.074998,72.896228,Chembur,46,Tuesday,7,Chembur,BKC
USR_0137,2025-03-18 07:30:41,data_session,TWR_017,19.131056,72.913849,Powai,TWR_017,19.124565,72.912708,Powai,810,Tuesday,7,Girgaon,Powai
USR_0186,2025-03-18 07:31:10,call,TWR_023,19.076273,72.89593,Chembur,TWR_001,19.077174,72.877124,Churchgate,156,Tuesday,7,Chembur,Vikhroli
USR_0259,2025-03-18 07:31:10,data_session,TWR_026,19.026798,72.856888,Navy Nagar,TWR_026,19.028166,72.853545,Navy Nagar,217,Tuesday,7,Navy Nagar,Mahim
USR_0466,2025-03-18 07:31:13,call,TWR_029,19.042142,72.821083,Haji Ali,TWR_006,19.057661,72.833595,Worli,124,Tuesday,7,Andheri West,Lower Parel
USR_0323,2025-03-18 07:32:30,data_session,TWR_023,19.076262,72.900134,Chembur,TWR_023,19.078774,72.891924,Chembur,37,Tuesday,7,Kandivali,Powai
USR_0136,2025-03-18 07:32:55,call,TWR_026,19.023929,72.857844,Navy Nagar,TWR_003,19.032381,72.841563,Marine Lines,25,Tuesday,7,Goregaon,Lower Parel
USR_0292,2025-03-18 07:33:01,call,TWR_024,19.04486,72.821664,Nariman Point,TWR_012,19.056733,72.852022,Bandra East,5,Tuesday,7,Kurla,Nariman Point
USR_0437,2025-03-18 07:33:09,data_session,TWR_027,19.100782,72.888688,Ghatkopar,TWR_027,19.101464,72.889529,Ghatkopar,451,Tuesday,7,Sion,Andheri East
USR_0295,2025-03-18 07:33:40,data_session,TWR_026,19.026263,72.857175,Navy Nagar,TWR_026,19.024788,72.858295,Navy Nagar,475,Tuesday,7,Navy Nagar,Andheri East
USR_0035,2025-03-18 07:33:41,sms,TWR_004,19.053511,72.840977,Girgaon,TWR_004,19.055576,72.842687,Girgaon,0,Tuesday,7,Girgaon,Worli
USR_0384,2025-03-18 07:33:54,call,TWR_021,19.230099,72.854989,Borivali,TWR_011,19.053873,72.84066,Bandra West,5,Tuesday,7,Borivali,Lower Parel
USR_0444,2025-03-18 07:33:58,data_session,TWR_019,19.188459,72.849717,Malad,TWR_019,19.187964,72.843973,Malad,43,Tuesday,7,Malad,Nariman Point
USR_0053,2025-03-18 07:34:58,data_session,TWR_005,19.088017,72.864356,Mumbai Central,TWR_005,19.092671,72.868197,Mumbai Central,139,Tuesday,7,Haji Ali,Mumbai Central
USR_0368,2025-03-18 07:35:05,sms,TWR_011,19.052088,72.843438,Bandra West,TWR_001,19.076286,72.879191,Churchgate,0,Tuesday,7,Bandra West,Nariman Point
USR_0279,2025-03-18 07:35:32,sms,TWR_001,19.075076,72.876124,Churchgate,TWR_008,19.052879,72.829772,Lower Parel,0,Tuesday,7,Mahim,Churchgate
USR_0041,2025-03-18 07:35:47,call,TWR_020,19.209415,72.839534,Kandivali,TWR_006,19.055749,72.830954,Worli,68,Tuesday,7,Kandivali,Powai
USR_0135,2025-03-18 07:36:03,call,TWR_020,19.208406,72.846752,Kandivali,TWR_005,19.090357,72.865436,Mumbai Central,28,Tuesday,7,Kandivali,Girgaon
USR_0318,2025-03-18 07:36:25,call,TWR_004,19.056403,72.838388,Girgaon,TWR_016,19.117158,72.883902,Andheri East,174,Tuesday,7,Wadala,Bandra West
USR_0330,2025-03-18 07:36:50,data_session,TWR_011,19.057772,72.8402,Bandra West,TWR_011,19.052896,72.840523,Bandra West,118,Tuesday,7,Bandra West,Lower Parel
USR_0058,2025-03-18 07:36:51,data_session,TWR_015,19.113269,72.870453,Andheri West,TWR_015,19.111272,72.871533,Andheri West,410,Tuesday,7,Borivali,Vikhroli
USR_0406,2025-03-18 07:36:58,data_session,TWR_007,19.070714,72.880452,BKC,TWR_007,19.070124,72.879991,BKC,78,Tuesday,7,Mahim,Bandra East
USR_0416,2025-03-18 07:37:21,call,TWR_006,19.061892,72.831133,Worli,TWR_025,19.133366,72.916938,Vikhroli,5,Tuesday,7,Kandivali,Lower Parel
USR_0221,2025-03-18 07:37:24,data_session,TWR_004,19.054927,72.842724,Girgaon,TWR_004,19.051101,72.8419,Girgaon,417,Tuesday,7,Chembur,Malad
USR_0365,2025-03-18 07:37:27,call,TWR_015,19.109397,72.872415,Andheri West,TWR_016,19.122901,72.884691,Andheri East,103,Tuesday,7,Colaba,Marine Lines
USR_0337,2025-03-18 07:37:38,data_session,TWR_008,19.051181,72.830987,Lower Parel,TWR_008,19.054361,72.829449,Lower Parel,49,Tuesday,7,Andheri West,Lower Parel
USR_0315,2025-03-18 07:38:05,data_session,TWR_004,19.053354,72.841682,Girgaon,TWR_004,19.05146,72.84065,Girgaon,209,Tuesday,7,Girgaon,Nariman Point
USR_0257,2025-03-18 07:38:22,sms,TWR_029,19.041465,72.820167,Haji Ali,TWR_030,19.178964,72.948864,Mulund,0,Tuesday,7,Haji Ali,Kandivali
USR_0146,2025-03-18 07:39:00,call,TWR_008,19.053117,72.833109,Lower Parel,TWR_006,19.056722,72.829258,Worli,710,Tuesday,7,Kandivali,Lower Parel
USR_0172,2025-03-18 07:39:38,call,TWR_027,19.098731,72.891029,Ghatkopar,TWR_021,19.229774,72.855225,Borivali,78,Tuesday,7,Ghatkopar,BKC
USR_0100,2025-03-18 07:39:43,data_session,TWR_027,19.095805,72.889767,Ghatkopar,TWR_027,19.097191,72.890627,Ghatkopar,134,Tuesday,7,Goregaon,Andheri East
USR_0201,2025-03-18 07:39:51,data_session,TWR_015,19.11621,72.868622,Andheri West,TWR_015,19.112702,72.8696,Andheri West,209,Tuesday,7,Andheri West,Churchgate
USR_0347,2025-03-18 07:40:34,data_session,TWR_026,19.02598,72.855406,Navy Nagar,TWR_026,19.028857,72.855696,Navy Nagar,155,Tuesday,7,Goregaon,Churchgate
USR_0291,2025-03-18 07:40:51,sms,TWR_029,19.043871,72.820462,Haji Ali,TWR_017,19.130401,72.915227,Powai,0,Tuesday,7,Haji Ali,Churchgate
USR_0327,2025-03-18 07:40:55,sms,TWR_010,19.133512,72.838801,Mahim,TWR_020,19.209895,72.840766,Kandivali,0,Tuesday,7,Mahim,Lower Parel
USR_0183,2025-03-18 07:41:09,data_session,TWR_002,19.018417,72.847263,Colaba,TWR_002,19.017755,72.846805,Colaba,0,Tuesday,7,Colaba,Navy Nagar
USR_0237,2025-03-18 07:41:13,sms,TWR_017,19.123352,72.913526,Powai,TWR_016,19.121396,72.881693,Andheri East,0,Tuesday,7,Chembur,Goregaon
USR_0063,2025-03-18 07:41:18,data_session,TWR_015,19.11308,72.867717,Andheri West,TWR_015,19.111841,72.87049,Andheri West,690,Tuesday,7,Andheri West,Churchgate
USR_0011,2025-03-18 07:41:23,data_session,TWR_021,19.234806,72.856919,Borivali,TWR_021,19.229867,72.856704,Borivali,308,Tuesday,7,Bandra West,Marine Lines
USR_0445,2025-03-18 07:41:24,call,TWR_028,19.070648,72.884254,Wadala,TWR_020,19.206179,72.839662,Kandivali,37,Tuesday,7,Wadala,Churchgate
USR_0498,2025-03-18 07:42:08,data_session,TWR_016,19.11947,72.880283,Andheri East,TWR_016,19.116928,72.882783,Andheri East,21,Tuesday,7,Wadala,Andheri East
USR_0182,2025-03-18 07:42:14,sms,TWR_022,19.220716,72.978496,Thane,TWR_011,19.0542,72.842591,Bandra West,0,Tuesday,7,Thane,Malad
USR_0214,2025-03-18 07:42:14,call,TWR_004,19.051262,72.842621,Girgaon,TWR_010,19.140143,72.839728,Mahim,150,Tuesday,7,Girgaon,Powai
USR_0070,2025-03-18 07:42:32,data_session,TWR_026,19.03072,72.854794,Navy Nagar,TWR_026,19.026921,72.852099,Navy Nagar,163,Tuesday,7,Navy Nagar,Colaba
USR_0338,2025-03-18 07:42:38,sms,TWR_004,19.058209,72.83868,Girgaon,TWR_017,19.124972,72.917337,Powai,0,Tuesday,7,Navy Nagar,Churchgate
USR_0323,2025-03-18 07:42:47,sms,TWR_020,19.209424,72.84087,Kandivali,TWR_027,19.101436,72.891693,Ghatkopar,0,Tuesday,7,Kandivali,Powai
USR_0492,2025-03-18 07:42:51,data_session,TWR_010,19.136773,72.835489,Mahim,TWR_010,19.140629,72.835861,Mahim,343,Tuesday,7,Kandivali,Worli
USR_0217,2025-03-18 07:43:03,data_session,TWR_027,19.102413,72.892413,Ghatkopar,TWR_027,19.100668,72.889676,Ghatkopar,221,Tuesday,7,Ghatkopar,Andheri East
USR_0324,2025-03-18 07:43:19,data_session,TWR_010,19.139745,72.838157,Mahim,TWR_010,19.136713,72.83577,Mahim,284,Tuesday,7,Mahim,Haji Ali
USR_0299,2025-03-18 07:43:46,sms,TWR_026,19.026045,72.854601,Navy Nagar,TWR_028,19.072444,72.884657,Wadala,0,Tuesday,7,Bandra West,Marine Lines
USR_0194,2025-03-18 07:43:46,data_session,TWR_013,19.115843,72.869392,Sion,TWR_013,19.109462,72.870333,Sion,353,Tuesday,7,Navy Nagar,Lower Parel
USR_0142,2025-03-18 07:44:04,call,TWR_025,19.137057,72.915716,Vikhroli,TWR_025,19.140051,72.918024,Vikhroli,49,Tuesday,7,Colaba,Vikhroli
USR_0374,2025-03-18 07:44:13,sms,TWR_019,19.185056,72.844851,Malad,TWR_021,19.228949,72.855663,Borivali,0,Tuesday,7,Malad,Girgaon
USR_0345,2025-03-18 07:44:14,data_session,TWR_008,19.053657,72.828662,Lower Parel,TWR_008,19.051207,72.82909,Lower Parel,804,Tuesday,7,Mulund,Lower Parel
USR_0440,2025-03-18 07:45:21,call,TWR_030,19.175672,72.946464,Mulund,TWR_019,19.18924,72.846365,Malad,126,Tuesday,7,Mahim,Powai
USR_0350,2025-03-18 07:45:28,data_session,TWR_021,19.231503,72.858459,Borivali,TWR_021,19.226873,72.856517,Borivali,147,Tuesday,7,Borivali,BKC
USR_0041,2025-03-18 07:46:03,sms,TWR_012,19.057206,72.850233,Bandra East,TWR_012,19.055533,72.84674,Bandra East,0,Tuesday,7,Kandivali,Powai
USR_0020,2025-03-18 07:46:05,call,TWR_021,19.236144,72.858389,Borivali,TWR_003,19.035203,72.841984,Marine Lines,30,Tuesday,7,Borivali,Andheri East
USR_0341,2025-03-18 07:48:06,sms,TWR_021,19.232088,72.85419,Borivali,TWR_022,19.217588,72.976718,Thane,0,Tuesday,7,Borivali,Mahim
USR_0241,2025-03-18 07:48:07,data_session,TWR_011,19.051851,72.842844,Bandra West,TWR_011,19.056995,72.836851,Bandra West,167,Tuesday,7,Bandra West,Worli
USR_0481,2025-03-18 07:48:19,sms,TWR_028,19.073554,72.881267,Wadala,TWR_003,19.031627,72.841962,Marine Lines,0,Tuesday,7,Bandra West,Wadala
USR_0475,2025-03-18 07:48:34,data_session,TWR_026,19.023375,72.855424,Navy Nagar,TWR_026,19.024927,72.851756,Navy Nagar,12,Tuesday,7,Navy Nagar,Andheri East
USR_0039,2025-03-18 07:48:49,call,TWR_011,19.05516,72.836375,Bandra West,TWR_022,19.216235,72.982983,Thane,40,Tuesday,7,Colaba,Marine Lines
USR_0044,2025-03-18 07:49:04,call,TWR_011,19.056111,72.839825,Bandra West,TWR_015,19.113134,72.868865,Andheri West,55,Tuesday,7,Bandra West,Mahim
USR_0283,2025-03-18 07:49:22,data_session,TWR_016,19.117497,72.886867,Andheri East,TWR_016,19.118901,72.881784,Andheri East,105,Tuesday,7,Ghatkopar,Andheri East
USR_0494,2025-03-18 07:49:47,call,TWR_008,19.05611,72.828715,Lower Parel,TWR_001,19.074182,72.879139,Churchgate,151,Tuesday,7,Bandra East,Marine Lines
USR_0486,2025-03-18 07:50:22,data_session,TWR_021,19.231255,72.857595,Borivali,TWR_021,19.234177,72.856634,Borivali,224,Tuesday,7,Borivali,Lower Parel
USR_0146,2025-03-18 07:50:53,data_session,TWR_008,19.053235,72.82854,Lower Parel,TWR_008,19.051857,72.831349,Lower Parel,491,Tuesday,7,Kandivali,Lower Parel
